1002,1069035913301
1003,1069180158037
41004,1075549372501
41005,1075823509589
41006,1076177600597
41007,1083848622165
41008,1085674487893
41009,1085752606805
41010,1086457118805
41011,1087234834517
41012,1089130758229
41013,1092072996949
41014,1092754636885
41015,1092779475029
41016,1093427527765
41017,1096462532693
41018,1097925689429
41019,1098769465429
51020,1099460509781
51021,1100002295893
51022,1100110790741
51023,1100963414101
51024,1101738344533
51025,1101879378005
51026,1101953171541
51027,1101970178133
51028,1101995212885
51029,1102100594773
51030,1102853406805
51031,1102938800213
51032,1103097102421
51033,1103435300949
51034,1103441363029
51035,1110996648021
51036,1111082696789
51037,1111098032213
51038,1111129227349
51039,1111161274453
51040,1111245160533
51041,1111253483605
51042,1111253680213
51043,1111350804565
51044,1111372005461
51045,1111499571285
51046,1112036606037
51047,1112258904149
51048,1112261263445
51049,1112268406869
51050,1112280498261
51051,1112296325205
51052,1112325587029
51053,1112375394389
51054,1112475172949
51055,1112603459669
51056,1112730697813
51057,1112863080533
51058,1112887590997
51059,1112941232213
51060,1112989892693
51061,1113091244117
51062,1113132630101
51063,1119921504341
51064,1120306233429
51065,1120311935061
51066,1120327467093
51067,1120332316757
51068,1120344014933
51069,1120359448661
51070,1120396214357
51071,1120400310357
51072,1120435601493
51073,1120436125781
51074,1120470663253
51075,1120470696021
51076,1120476397653
51077,1120480755797
51078,1120490356821
51079,1120510771285
51080,1120511688789
51081,1120516800597
51082,1120594657365
51083,1120655933525
51084,1120770490453
51085,1120772358229
51086,1120784187477
51087,1120795459669
51088,1120814039125
51089,1120817807445
51090,1120835305557
51091,1120838156373
51092,1120895107157
51093,1120964411477
51094,1120968147029
51095,1121003241557
51096,1121003798613
51097,1121005699157
51098,1121018740821
51099,1121031749717
51100,1121044922453
51101,1121054097493
51102,1121059471445
51103,1121080934485
51104,1121097023573
51105,1121104625749
51106,1121108099157
51107,1121114456149
51108,1121143029845
51109,1121143291989
51110,1121159872597
51111,1121182842965
51112,1121200603221
51113,1121322336341
51114,1121381253205
51115,1121401274453
51116,1121423589461
51117,1121447084117
51118,1121450426453
51119,1121464746069
51120,1121533526101
51121,1121573797973
51122,1121660239957
51123,1121686487125
51124,1121767981141
51125,1121811169365
51126,1121825980501
51127,1121897381973
51128,1121911046229
51129,1121925857365
51130,1121943486549
51131,1121945682005
51132,1121948663893
51133,1121955315797
51134,1121970159701
51135,1121989066837
51136,1121989525589
51137,1122012037205
51138,1122012528725
51139,1122030518357
51140,1122033107029
51141,1122039496789
51142,1122044772437
51143,1122052341845
51144,1122080096341
51145,1122094547029
51146,1122127970389
51147,1122175123541
51148,1122184822869
51149,1122188591189
51150,1122290335829
51151,1122311929941
51152,1122345189461
51153,1122367307861
51154,1122391392341
51155,1122406432853
51156,1122412494933
51157,1122428387413
51158,1122441134165
51159,1122467610709
51160,1122482946133
51161,1122531213397
51162,1122569551957
51163,1122587017301
51164,1122628960341
51165,1122633908309
51166,1122648227925
51167,1122654027861
51168,1122671460437
51169,1122717728853
51170,1122727493717
51171,1122774646869
51172,1122859745365
51173,1122885140565
51174,1122919776341
51175,1122929442901
51176,1122931245141
51177,1123007463509
51178,1123021160533
51179,1123029286997
51180,1123117334613
51181,1123121528917
51182,1123136536661
51183,1123141288021
51184,1123144302677
51185,1123148791893
51186,1123150954581
51187,1123151151189
51188,1123162849365
51189,1123205382229
51190,1123269476437
51191,1123290906709
51192,1123303915605
51193,1123307126869
51194,1123315482709
51195,1123319873621
51196,1123381936213
51197,1123393044565
51198,1123393994837
51199,1123421454421
51200,1123425845333
51201,1123441410133
