1002,968428879926
1003,969079259190
1004,969935093814
1005,969936928822
1006,969939124278
1007,969945612342
1008,973644595254
1009,982982885430
1010,1033319448630
1011,1033575596086
1012,1033712271414
1013,1033764274230
1014,1033886007350
1015,1034614407222
1016,1034639048758
1017,1034794074166
1018,1034923016246
1019,1034934878262
1020,1034947821622
1021,1035081154614
1022,1035227332662
1023,1035532763190
1024,1035557765174
1025,1035653578806
1026,1035727798326
1027,1035728781366
1028,1035879317558
1029,1035936038966
1030,1035968053302
1031,1036365660214
1032,1036883886134
1033,1036933070902
1034,1037049298998
1035,1037412302902
1036,1037472530486
1037,1037514145846
1038,1037762297910
1039,1037923090486
1040,1038553186358
1041,1038569766966
1042,1038662533174
1043,1038804647990
1044,1038806745142
1045,1038847967286
1046,1039125282870
1047,1039900049462
1048,1039923478582
1049,1039992356918
1050,1040067723318
1051,1041416126518
1052,1041472618550
1053,1041527799862
1054,1041740038198
1055,1041931698230
1056,1041969053750
1057,1042000576566
1058,1042207244342
1059,1042627002422
1060,1042702172214
1061,1052462415926
1062,1057411989558
1063,1075432489014
1064,1079613882422
1065,1079884841014
1066,1080644632630
1067,1080700076086
1068,1080750342198
1069,1080817844278
1070,1081213616182
1071,1081405210678
1072,1081655361590
1073,1082216153142
1074,1082237321270
1075,1082251771958
1076,1082526728246
1077,1083175403574
1078,1083557642294
1079,1084108800054
1080,1085715185718
1081,1085761421366
1082,1086085038134
1083,1086205165622
1084,1086955290678
1085,1087210422326
1086,1087635685430
1087,1087659212854
1088,1087697944630
1089,1087833767990
1090,1087965659190
1091,1088573538358
1092,1088878739510
1093,1089041596470
1094,1089128464438
1095,1089245347894
1096,1090275311670
1097,1090301067318
1098,1090303098934
1099,1090369159222
1100,1090443837494
1101,1090549022774
1102,1090906914870
1103,1090942992438
1104,1091139239990
1105,1091621814326
1106,1091709108278
1107,1091711500342
1108,1091755868214
1109,1091819733046
1110,1092197023798
1111,1092199546934
1112,1092345757750
1113,1092371316790
1114,1092458119222
1115,1092491477046
1116,1092797399094
