31002,1027801579606
31003,1043079659606
31004,1043834142806
31005,1043948273750
31006,1044010041430
31007,1044059783254
31008,1044182237270
31009,1044321730646
31010,1044350992470
31011,1044425736278
31012,1044669923414
31013,1044737982550
31014,1044768718934
31015,1044815773782
31016,1044823736406
31017,1044866367574
31018,1044874985558
31019,1044875935830
31020,1044883669078
31021,1044891205718
31022,1044902510678
31023,1044909195350
31024,1044912635990
31025,1044913750102
31026,1044918239318
31027,1044930461782
31028,1044936163414
31029,1044939407446
31030,1044960215126
31031,1044966342742
31032,1045006123094
31033,1045006188630
31034,1045022867542
31035,1045023916118
31036,1045024964694
31037,1045026570326
31038,1045080146006
31039,1045179859030
31040,1045183004758
31041,1045201125462
31042,1045238775894
31043,1045243134038
31044,1045301493846
31045,1045303427158
31046,1045306212438
31047,1045309915222
31048,1045324496982
31049,1045326594134
31050,1045327478870
31051,1045341765718
31052,1045393834070
31053,1045446295638
31054,1045477916758
31055,1045708308566
31056,1045727215702
31057,1045730820182
31058,1045735047254
31059,1045735309398
31060,1045740159062
31061,1045754871894
31062,1045755494486
31063,1045759459414
31064,1045765324886
31065,1045767323734
31066,1045770862678
31067,1045772795990
31068,1045776367702
31069,1045776531542
31070,1045785083990
31071,1045787639894
31072,1045793833046
31073,1045794160726
31074,1045795733590
31075,1045798748246
31076,1045799010390
31077,1045799403606
31078,1045799960662
31079,1045801009238
31080,1045802057814
31081,1045806645334
31082,1045808382038
31083,1045809070166
31084,1045813461078
31085,1045813526614
31086,1045817819222
31087,1045820211286
31088,1045822308438
31089,1045844525142
31090,1045844656214
31091,1045848227926
31092,1045856616534
31093,1045862842454
31094,1045871362134
31095,1045882896470
31096,1045882962006
31097,1045885190230
31098,1045888696406
31099,1045901181014
31100,1045908553814
31101,1045916909654
31102,1045917499478
31103,1045917696086
31104,1045932507222
31105,1045937619030
31106,1045944631382
31107,1045947383894
31108,1045949513814
31109,1045981036630
31110,1046002335830
31111,1046004564054
31112,1046021439574
31113,1046021963862
31114,1046030155862
31115,1046032810070
31116,1046051061846
31117,1046051225686
31118,1046061908054
31119,1046064627798
31120,1046066724950
31121,1046067740758
31122,1046075572310
31123,1046086156374
31124,1046087336022
31125,1046087860310
31126,1046089072726
31127,1046089760854
31128,1046101983318
31129,1046103064662
31130,1046119645270
31131,1046129508438
31132,1046130196566
31133,1046139306070
31134,1046141272150
31135,1046141993046
31136,1046143172694
31137,1046153363542
31138,1046156279894
31139,1046166863958
31140,1046177448022
31141,1046178267222
31142,1046179053654
31143,1046179086422
31144,1046181412950
31145,1046188425302
31146,1046203465814
31147,1046204579926
31148,1046230696022
31149,1046233448534
31150,1046238658646
31151,1046258450518
31152,1046310617174
31153,1046397976662
31154,1046403579990
31155,1046407675990
31156,1046449946710
31157,1046604218454
31158,1046612475990
31159,1046619881558
31160,1046620110934
31161,1046632595542
31162,1046646292566
31163,1046646653014
31164,1046650847318
31165,1046651207766
31166,1046658416726
31167,1046659989590
31168,1046660481110
31169,1046663233622
31170,1046664970326
31171,1046665494614
31172,1046669787222
31173,1046670868566
31174,1046675325014
31175,1046675488854
31176,1046679355478
31177,1046681845846
31178,1046682533974
31179,1046683123798
31180,1046694887510
31181,1046699311190
31182,1046700326998
31183,1046706454614
31184,1046711042134
31185,1046714843222
31186,1046715727958
31187,1046720446550
31188,1046722314326
31189,1046737158230
31190,1046737846358
31191,1046739091542
31192,1046742368342
31193,1046743547990
31194,1046743842902
31195,1046747414614
31196,1046750298198
31197,1046754459734
31198,1046761766998
31199,1046762651734
31200,1046766682198
31201,1046768123990
31202,1046770090070
31203,1046772416598
31204,1046781952086
31205,1046782541910
31206,1046785032278
31207,1046789324886
31208,1046797549654
31209,1046807445590
31210,1046813966422
31211,1046826156118
31212,1046842081366
31213,1046851551318
31214,1046856237142
31215,1046865870934
31216,1046866788438
31217,1046870818902
31218,1046873374806
31219,1046875537494
31220,1046882386006
31221,1046883795030
31222,1046886547542
31223,1046905094230
31224,1046914760790
31225,1046915547222
31226,1046919413846
31227,1046926098518
